Trend_t+1,t,Open_t,High_t,Low_t,Close_t,Volume_t,Return_t,Gap_t,Adj_Open_t,Adj_High_t,Adj_Low_t,Adj_Close_t,Adj_Volume_t,Adj_Return_t,Open_t-1,High_t-1,Low_t-1,Close_t-1,Volume_t-1,Return_t-1,Gap_t-1,Adj_Open_t-1,Adj_High_t-1,Adj_Low_t-1,Adj_Close_t-1,Adj_Volume_t-1,Adj_Return_t-1,Open_t-2,High_t-2,Low_t-2,Close_t-2,Volume_t-2,Return_t-2,Gap_t-2,Adj_Open_t-2,Adj_High_t-2,Adj_Low_t-2,Adj_Close_t-2,Adj_Volume_t-2,Adj_Return_t-2,Open_t-3,High_t-3,Low_t-3,Close_t-3,Volume_t-3,Return_t-3,Gap_t-3,Adj_Open_t-3,Adj_High_t-3,Adj_Low_t-3,Adj_Close_t-3,Adj_Volume_t-3,Adj_Return_t-3,Open_t-4,High_t-4,Low_t-4,Close_t-4,Volume_t-4,Return_t-4,Gap_t-4,Adj_Open_t-4,Adj_High_t-4,Adj_Low_t-4,Adj_Close_t-4,Adj_Volume_t-4,Adj_Return_t-4,Open_t-5,High_t-5,Low_t-5,Close_t-5,Volume_t-5,Return_t-5,Gap_t-5,Adj_Open_t-5,Adj_High_t-5,Adj_Low_t-5,Adj_Close_t-5,Adj_Volume_t-5,Adj_Return_t-5
Bearish,1/18/13,75.16,75.16,74.29,75.04,10829000,-0.0029232,-0.1,62.93787368,62.93787368,62.20934853,62.83738745,10829000,-0.0029232,72.78,75.63,72.68,75.26,21849200,0.012375572,-1.56,60.94489684,63.33144474,60.86115832,63.0216122,21849200,0.012375572,73.85,74.64,73.56,74.34,18212000,-0.033792566,-3.09,61.84089903,62.50243336,61.59805732,62.25121779,18212000,-0.033792566,76.21,76.98,76.18,76.94,3900600,0.005094709,-0.34,63.81712817,64.46191479,63.79200661,64.42841938,3900600,0.005094709,75.23,76.59,74.9,76.55,6221100,0.01849388,0.07,62.99649064,64.13533455,62.72015352,64.10183914,6221100,0.01849388,75.71,76.1,74.6,75.16,9808500,-0.025035673,-1.38,63.39843555,63.72501579,62.46893795,62.93787368,9808500,-0.025035673
Neither,1/17/13,72.78,75.63,72.68,75.26,21849200,0.012375572,-1.56,60.94489684,63.33144474,60.86115832,63.0216122,21849200,0.012375572,73.85,74.64,73.56,74.34,18212000,-0.033792566,-3.09,61.84089903,62.50243336,61.59805732,62.25121779,18212000,-0.033792566,76.21,76.98,76.18,76.94,3900600,0.005094709,-0.34,63.81712817,64.46191479,63.79200661,64.42841938,3900600,0.005094709,75.23,76.59,74.9,76.55,6221100,0.01849388,0.07,62.99649064,64.13533455,62.72015352,64.10183914,6221100,0.01849388,75.71,76.1,74.6,75.16,9808500,-0.025035673,-1.38,63.39843555,63.72501579,62.46893795,62.93787368,9808500,-0.025035673,76.93,77.12,76.1599,77.09,5026600,0.004299114,0.17,64.42004553,64.57914872,63.77517517,64.55402717,5026600,0.004299114
Bullish,1/16/13,73.85,74.64,73.56,74.34,18212000,-0.033792566,-3.09,61.84089903,62.50243336,61.59805732,62.25121779,18212000,-0.033792566,76.21,76.98,76.18,76.94,3900600,0.005094709,-0.34,63.81712817,64.46191479,63.79200661,64.42841938,3900600,0.005094709,75.23,76.59,74.9,76.55,6221100,0.01849388,0.07,62.99649064,64.13533455,62.72015352,64.10183914,6221100,0.01849388,75.71,76.1,74.6,75.16,9808500,-0.025035673,-1.38,63.39843555,63.72501579,62.46893795,62.93787368,9808500,-0.025035673,76.93,77.12,76.1599,77.09,5026600,0.004299114,0.17,64.42004553,64.57914872,63.77517517,64.55402717,5026600,0.004299114,74.92,76.81,74.91,76.76,10915800,0.035478214,0.79,62.73690122,64.3195593,62.72852737,64.27769004,10915800,0.035478214
Bearish,1/15/13,76.21,76.98,76.18,76.94,3900600,0.005094709,-0.34,63.81712817,64.46191479,63.79200661,64.42841938,3900600,0.005094709,75.23,76.59,74.9,76.55,6221100,0.01849388,0.07,62.99649064,64.13533455,62.72015352,64.10183914,6221100,0.01849388,75.71,76.1,74.6,75.16,9808500,-0.025035673,-1.38,63.39843555,63.72501579,62.46893795,62.93787368,9808500,-0.025035673,76.93,77.12,76.1599,77.09,5026600,0.004299114,0.17,64.42004553,64.57914872,63.77517517,64.55402717,5026600,0.004299114,74.92,76.81,74.91,76.76,10915800,0.035478214,0.79,62.73690122,64.3195593,62.72852737,64.27769004,10915800,0.035478214,75.24,75.81,73.11,74.13,20268100,-0.026270852,-0.89,63.0048645,63.48217408,61.22123396,62.07536689,20268100,-0.026270853
Neither,1/14/13,75.23,76.59,74.9,76.55,6221100,0.01849388,0.07,62.99649064,64.13533455,62.72015352,64.10183914,6221100,0.01849388,75.71,76.1,74.6,75.16,9808500,-0.025035673,-1.38,63.39843555,63.72501579,62.46893795,62.93787368,9808500,-0.025035673,76.93,77.12,76.1599,77.09,5026600,0.004299114,0.17,64.42004553,64.57914872,63.77517517,64.55402717,5026600,0.004299114,74.92,76.81,74.91,76.76,10915800,0.035478214,0.79,62.73690122,64.3195593,62.72852737,64.27769004,10915800,0.035478214,75.24,75.81,73.11,74.13,20268100,-0.026270852,-0.89,63.0048645,63.48217408,61.22123396,62.07536689,20268100,-0.026270853,77.54,77.69,75.34,76.13,7172600,-0.020079804,-0.15,64.93085052,65.0564583,63.08860302,63.75013735,7172600,-0.020079804
Bullish,1/11/13,75.71,76.1,74.6,75.16,9808500,-0.025035673,-1.38,63.39843555,63.72501579,62.46893795,62.93787368,9808500,-0.025035673,76.93,77.12,76.1599,77.09,5026600,0.004299114,0.17,64.42004553,64.57914872,63.77517517,64.55402717,5026600,0.004299114,74.92,76.81,74.91,76.76,10915800,0.035478214,0.79,62.73690122,64.3195593,62.72852737,64.27769004,10915800,0.035478214,75.24,75.81,73.11,74.13,20268100,-0.026270852,-0.89,63.0048645,63.48217408,61.22123396,62.07536689,20268100,-0.026270853,77.54,77.69,75.34,76.13,7172600,-0.020079804,-0.15,64.93085052,65.0564583,63.08860302,63.75013735,7172600,-0.020079804,77.79,78.02,77.44,77.69,3431700,0.002839809,0.32,65.14019683,65.33279543,64.847112,65.0564583,3431700,0.002839809
Bearish,1/10/13,76.93,77.12,76.1599,77.09,5026600,0.004299114,0.17,64.42004553,64.57914872,63.77517517,64.55402717,5026600,0.004299114,74.92,76.81,74.91,76.76,10915800,0.035478214,0.79,62.73690122,64.3195593,62.72852737,64.27769004,10915800,0.035478214,75.24,75.81,73.11,74.13,20268100,-0.026270852,-0.89,63.0048645,63.48217408,61.22123396,62.07536689,20268100,-0.026270853,77.54,77.69,75.34,76.13,7172600,-0.020079804,-0.15,64.93085052,65.0564583,63.08860302,63.75013735,7172600,-0.020079804,77.79,78.02,77.44,77.69,3431700,0.002839809,0.32,65.14019683,65.33279543,64.847112,65.0564583,3431700,0.002839809,76.99,77.98,76.37,77.47,3987000,0.005190087,-0.08,64.47028864,65.29930002,63.9511098,64.87223355,3987000,0.005190087
Neither,1/9/13,74.92,76.81,74.91,76.76,10915800,0.035478214,0.79,62.73690122,64.3195593,62.72852737,64.27769004,10915800,0.035478214,75.24,75.81,73.11,74.13,20268100,-0.026270852,-0.89,63.0048645,63.48217408,61.22123396,62.07536689,20268100,-0.026270853,77.54,77.69,75.34,76.13,7172600,-0.020079804,-0.15,64.93085052,65.0564583,63.08860302,63.75013735,7172600,-0.020079804,77.79,78.02,77.44,77.69,3431700,0.002839809,0.32,65.14019683,65.33279543,64.847112,65.0564583,3431700,0.002839809,76.99,77.98,76.37,77.47,3987000,0.005190087,-0.08,64.47028864,65.29930002,63.9511098,64.87223355,3987000,0.005190087,76.55,77.33,76.45,77.07,5036400,0.022691083,1.19,64.10183914,64.75499962,64.01810062,64.53727946,5036400,0.022691083
Bullish,1/8/13,75.24,75.81,73.11,74.13,20268100,-0.026270852,-0.89,63.0048645,63.48217408,61.22123396,62.07536689,20268100,-0.026270853,77.54,77.69,75.34,76.13,7172600,-0.020079804,-0.15,64.93085052,65.0564583,63.08860302,63.75013735,7172600,-0.020079804,77.79,78.02,77.44,77.69,3431700,0.002839809,0.32,65.14019683,65.33279543,64.847112,65.0564583,3431700,0.002839809,76.99,77.98,76.37,77.47,3987000,0.005190087,-0.08,64.47028864,65.29930002,63.9511098,64.87223355,3987000,0.005190087,76.55,77.33,76.45,77.07,5036400,0.022691083,1.19,64.10183914,64.75499962,64.01810062,64.53727946,5036400,0.022691083,74.61,75.41,74,75.36,4939000,0.008970411,-0.08,62.4773118,63.14721999,61.96650682,63.10535072,4939000,0.008970411
Bearish,1/7/13,77.54,77.69,75.34,76.13,7172600,-0.020079804,-0.15,64.93085052,65.0564583,63.08860302,63.75013735,7172600,-0.020079804,77.79,78.02,77.44,77.69,3431700,0.002839809,0.32,65.14019683,65.33279543,64.847112,65.0564583,3431700,0.002839809,76.99,77.98,76.37,77.47,3987000,0.005190087,-0.08,64.47028864,65.29930002,63.9511098,64.87223355,3987000,0.005190087,76.55,77.33,76.45,77.07,5036400,0.022691083,1.19,64.10183914,64.75499962,64.01810062,64.53727946,5036400,0.022691083,74.61,75.41,74,75.36,4939000,0.008970411,-0.08,62.4773118,63.14721999,61.96650682,63.10535072,4939000,0.008970411,75.21,75.74,74.56,74.69,2970400,-0.015033628,-0.62,62.97974294,63.42355711,62.43544254,62.54430262,2970400,-0.015033628
Bearish,1/4/13,77.79,78.02,77.44,77.69,3431700,0.002839809,0.32,65.14019683,65.33279543,64.847112,65.0564583,3431700,0.002839809,76.99,77.98,76.37,77.47,3987000,0.005190087,-0.08,64.47028864,65.29930002,63.9511098,64.87223355,3987000,0.005190087,76.55,77.33,76.45,77.07,5036400,0.022691083,1.19,64.10183914,64.75499962,64.01810062,64.53727946,5036400,0.022691083,74.61,75.41,74,75.36,4939000,0.008970411,-0.08,62.4773118,63.14721999,61.96650682,63.10535072,4939000,0.008970411,75.21,75.74,74.56,74.69,2970400,-0.015033628,-0.62,62.97974294,63.42355711,62.43544254,62.54430262,2970400,-0.015033628,76.01,76.3,75.0139,75.83,4041400,-0.002499342,-0.01,63.64965112,63.89249284,62.8155317,63.49892178,4041400,-0.002499342
Neither,1/3/13,76.99,77.98,76.37,77.47,3987000,0.005190087,-0.08,64.47028864,65.29930002,63.9511098,64.87223355,3987000,0.005190087,76.55,77.33,76.45,77.07,5036400,0.022691083,1.19,64.10183914,64.75499962,64.01810062,64.53727946,5036400,0.022691083,74.61,75.41,74,75.36,4939000,0.008970411,-0.08,62.4773118,63.14721999,61.96650682,63.10535072,4939000,0.008970411,75.21,75.74,74.56,74.69,2970400,-0.015033628,-0.62,62.97974294,63.42355711,62.43544254,62.54430262,2970400,-0.015033628,76.01,76.3,75.0139,75.83,4041400,-0.002499342,-0.01,63.64965112,63.89249284,62.8155317,63.49892178,4041400,-0.002499342,75.97,76.3,75.75,76.02,2710300,0.000658155,0,63.61615571,63.89249284,63.43193096,63.65802497,2710300,0.000658155
Neither,1/2/13,76.55,77.33,76.45,77.07,5036400,0.022691083,1.19,64.10183914,64.75499962,64.01810062,64.53727946,5036400,0.022691083,74.61,75.41,74,75.36,4939000,0.008970411,-0.08,62.4773118,63.14721999,61.96650682,63.10535072,4939000,0.008970411,75.21,75.74,74.56,74.69,2970400,-0.015033628,-0.62,62.97974294,63.42355711,62.43544254,62.54430262,2970400,-0.015033628,76.01,76.3,75.0139,75.83,4041400,-0.002499342,-0.01,63.64965112,63.89249284,62.8155317,63.49892178,4041400,-0.002499342,75.97,76.3,75.75,76.02,2710300,0.000658155,0,63.61615571,63.89249284,63.43193096,63.65802497,2710300,0.000658155,75.89,76.5599,75.53,75.97,1931900,-0.002625706,-0.28,63.54916489,64.11012926,63.24770621,63.61615571,1931900,-0.002625706
Bullish,12/31/12,74.61,75.41,74,75.36,4939000,0.008970411,-0.08,62.4773118,63.14721999,61.96650682,63.10535072,4939000,0.008970411,75.21,75.74,74.56,74.69,2970400,-0.015033628,-0.62,62.97974294,63.42355711,62.43544254,62.54430262,2970400,-0.015033628,76.01,76.3,75.0139,75.83,4041400,-0.002499342,-0.01,63.64965112,63.89249284,62.8155317,63.49892178,4041400,-0.002499342,75.97,76.3,75.75,76.02,2710300,0.000658155,0,63.61615571,63.89249284,63.43193096,63.65802497,2710300,0.000658155,75.89,76.5599,75.53,75.97,1931900,-0.002625706,-0.28,63.54916489,64.11012926,63.24770621,63.61615571,1931900,-0.002625706,75.08,76.22,74.58,76.17,6831500,-0.000393701,-1.12,62.87088286,63.82550202,62.45219025,63.78363276,6831500,-0.000393701
Bullish,12/28/12,75.21,75.74,74.56,74.69,2970400,-0.015033628,-0.62,62.97974294,63.42355711,62.43544254,62.54430262,2970400,-0.015033628,76.01,76.3,75.0139,75.83,4041400,-0.002499342,-0.01,63.64965112,63.89249284,62.8155317,63.49892178,4041400,-0.002499342,75.97,76.3,75.75,76.02,2710300,0.000658155,0,63.61615571,63.89249284,63.43193096,63.65802497,2710300,0.000658155,75.89,76.5599,75.53,75.97,1931900,-0.002625706,-0.28,63.54916489,64.11012926,63.24770621,63.61615571,1931900,-0.002625706,75.08,76.22,74.58,76.17,6831500,-0.000393701,-1.12,62.87088286,63.82550202,62.45219025,63.78363276,6831500,-0.000393701,75.75,76.24,75.5141,76.2,4599300,0.009137863,0.24,63.43193096,63.84224972,63.23439179,63.80875432,4599300,0.009137863
Bearish,12/27/12,76.01,76.3,75.0139,75.83,4041400,-0.002499342,-0.01,63.64965112,63.89249284,62.8155317,63.49892178,4041400,-0.002499342,75.97,76.3,75.75,76.02,2710300,0.000658155,0,63.61615571,63.89249284,63.43193096,63.65802497,2710300,0.000658155,75.89,76.5599,75.53,75.97,1931900,-0.002625706,-0.28,63.54916489,64.11012926,63.24770621,63.61615571,1931900,-0.002625706,75.08,76.22,74.58,76.17,6831500,-0.000393701,-1.12,62.87088286,63.82550202,62.45219025,63.78363276,6831500,-0.000393701,75.75,76.24,75.5141,76.2,4599300,0.009137863,0.24,63.43193096,63.84224972,63.23439179,63.80875432,4599300,0.009137863,75.61,76.19,75.3,75.51,6075200,-0.000132415,0.09,63.31469703,63.80038046,63.05510761,63.23095851,6075200,-0.000132415
Neither,12/26/12,75.97,76.3,75.75,76.02,2710300,0.000658155,0,63.61615571,63.89249284,63.43193096,63.65802497,2710300,0.000658155,75.89,76.5599,75.53,75.97,1931900,-0.002625706,-0.28,63.54916489,64.11012926,63.24770621,63.61615571,1931900,-0.002625706,75.08,76.22,74.58,76.17,6831500,-0.000393701,-1.12,62.87088286,63.82550202,62.45219025,63.78363276,6831500,-0.000393701,75.75,76.24,75.5141,76.2,4599300,0.009137863,0.24,63.43193096,63.84224972,63.23439179,63.80875432,4599300,0.009137863,75.61,76.19,75.3,75.51,6075200,-0.000132415,0.09,63.31469703,63.80038046,63.05510761,63.23095851,6075200,-0.000132415,74.3,75.7,74.14,75.52,5767500,0.011654387,-0.35,62.21772238,63.3900617,62.08374075,63.23933236,5767500,0.011654387
Neither,12/24/12,75.89,76.5599,75.53,75.97,1931900,-0.002625706,-0.28,63.54916489,64.11012926,63.24770621,63.61615571,1931900,-0.002625706,75.08,76.22,74.58,76.17,6831500,-0.000393701,-1.12,62.87088286,63.82550202,62.45219025,63.78363276,6831500,-0.000393701,75.75,76.24,75.5141,76.2,4599300,0.009137863,0.24,63.43193096,63.84224972,63.23439179,63.80875432,4599300,0.009137863,75.61,76.19,75.3,75.51,6075200,-0.000132415,0.09,63.31469703,63.80038046,63.05510761,63.23095851,6075200,-0.000132415,74.3,75.7,74.14,75.52,5767500,0.011654387,-0.35,62.21772238,63.3900617,62.08374075,63.23933236,5767500,0.011654387,74.2,74.66,73.53,74.65,5537800,0.008511213,0.18,62.13398386,62.51918107,61.57293576,62.51080721,5537800,0.008511213
Neither,12/21/12,75.08,76.22,74.58,76.17,6831500,-0.000393701,-1.12,62.87088286,63.82550202,62.45219025,63.78363276,6831500,-0.000393701,75.75,76.24,75.5141,76.2,4599300,0.009137863,0.24,63.43193096,63.84224972,63.23439179,63.80875432,4599300,0.009137863,75.61,76.19,75.3,75.51,6075200,-0.000132415,0.09,63.31469703,63.80038046,63.05510761,63.23095851,6075200,-0.000132415,74.3,75.7,74.14,75.52,5767500,0.011654387,-0.35,62.21772238,63.3900617,62.08374075,63.23933236,5767500,0.011654387,74.2,74.66,73.53,74.65,5537800,0.008511213,0.18,62.13398386,62.51918107,61.57293576,62.51080721,5537800,0.008511213,74.33,74.66,73.871,74.02,4209300,-0.004036598,0.01,62.24284394,62.51918107,61.85848412,61.98325452,4209300,-0.004036599
Neither,12/20/12,75.75,76.24,75.5141,76.2,4599300,0.009137863,0.24,63.43193096,63.84224972,63.23439179,63.80875432,4599300,0.009137863,75.61,76.19,75.3,75.51,6075200,-0.000132415,0.09,63.31469703,63.80038046,63.05510761,63.23095851,6075200,-0.000132415,74.3,75.7,74.14,75.52,5767500,0.011654387,-0.35,62.21772238,63.3900617,62.08374075,63.23933236,5767500,0.011654387,74.2,74.66,73.53,74.65,5537800,0.008511213,0.18,62.13398386,62.51918107,61.57293576,62.51080721,5537800,0.008511213,74.33,74.66,73.871,74.02,4209300,-0.004036598,0.01,62.24284394,62.51918107,61.85848412,61.98325452,4209300,-0.004036599,75.42,75.49,74.1,74.32,4977600,-0.015237843,-0.05,63.15559384,63.2142108,62.05024534,62.23447009,4977600,-0.015237843
Bullish,12/19/12,75.61,76.19,75.3,75.51,6075200,-0.000132415,0.09,63.31469703,63.80038046,63.05510761,63.23095851,6075200,-0.000132415,74.3,75.7,74.14,75.52,5767500,0.011654387,-0.35,62.21772238,63.3900617,62.08374075,63.23933236,5767500,0.011654387,74.2,74.66,73.53,74.65,5537800,0.008511213,0.18,62.13398386,62.51918107,61.57293576,62.51080721,5537800,0.008511213,74.33,74.66,73.871,74.02,4209300,-0.004036598,0.01,62.24284394,62.51918107,61.85848412,61.98325452,4209300,-0.004036599,75.42,75.49,74.1,74.32,4977600,-0.015237843,-0.05,63.15559384,63.2142108,62.05024534,62.23447009,4977600,-0.015237843,75.84,76.04,75.26,75.47,5191300,-0.004616196,0.02,63.50729563,63.67477268,63.0216122,63.1974631,5191300,-0.004616196
Neither,12/18/12,74.3,75.7,74.14,75.52,5767500,0.011654387,-0.35,62.21772238,63.3900617,62.08374075,63.23933236,5767500,0.011654387,74.2,74.66,73.53,74.65,5537800,0.008511213,0.18,62.13398386,62.51918107,61.57293576,62.51080721,5537800,0.008511213,74.33,74.66,73.871,74.02,4209300,-0.004036598,0.01,62.24284394,62.51918107,61.85848412,61.98325452,4209300,-0.004036599,75.42,75.49,74.1,74.32,4977600,-0.015237843,-0.05,63.15559384,63.2142108,62.05024534,62.23447009,4977600,-0.015237843,75.84,76.04,75.26,75.47,5191300,-0.004616196,0.02,63.50729563,63.67477268,63.0216122,63.1974631,5191300,-0.004616196,75.62,76.05,75.5,75.82,5960300,0.003839534,0.09,63.32307088,63.68314653,63.22258466,63.49054793,5960300,0.003839534
Bullish,12/17/12,74.2,74.66,73.53,74.65,5537800,0.008511213,0.18,62.13398386,62.51918107,61.57293576,62.51080721,5537800,0.008511213,74.33,74.66,73.871,74.02,4209300,-0.004036598,0.01,62.24284394,62.51918107,61.85848412,61.98325452,4209300,-0.004036599,75.42,75.49,74.1,74.32,4977600,-0.015237843,-0.05,63.15559384,63.2142108,62.05024534,62.23447009,4977600,-0.015237843,75.84,76.04,75.26,75.47,5191300,-0.004616196,0.02,63.50729563,63.67477268,63.0216122,63.1974631,5191300,-0.004616196,75.62,76.05,75.5,75.82,5960300,0.003839534,0.09,63.32307088,63.68314653,63.22258466,63.49054793,5960300,0.003839534,74.62,75.58,74.43,75.53,5323800,0.011923901,-0.02,62.48568566,63.28957547,62.32658246,63.24770621,5323800,0.011923901
Bullish,12/14/12,74.33,74.66,73.871,74.02,4209300,-0.004036598,0.01,62.24284394,62.51918107,61.85848412,61.98325452,4209300,-0.004036599,75.42,75.49,74.1,74.32,4977600,-0.015237843,-0.05,63.15559384,63.2142108,62.05024534,62.23447009,4977600,-0.015237843,75.84,76.04,75.26,75.47,5191300,-0.004616196,0.02,63.50729563,63.67477268,63.0216122,63.1974631,5191300,-0.004616196,75.62,76.05,75.5,75.82,5960300,0.003839534,0.09,63.32307088,63.68314653,63.22258466,63.49054793,5960300,0.003839534,74.62,75.58,74.43,75.53,5323800,0.011923901,-0.02,62.48568566,63.28957547,62.32658246,63.24770621,5323800,0.011923901,74.09,74.66,73.615,74.64,3718000,0.00892133,0.11,62.04187149,62.51918107,61.6441135,62.50243336,3718000,0.00892133
Neither,12/13/12,75.42,75.49,74.1,74.32,4977600,-0.015237843,-0.05,63.15559384,63.2142108,62.05024534,62.23447009,4977600,-0.015237843,75.84,76.04,75.26,75.47,5191300,-0.004616196,0.02,63.50729563,63.67477268,63.0216122,63.1974631,5191300,-0.004616196,75.62,76.05,75.5,75.82,5960300,0.003839534,0.09,63.32307088,63.68314653,63.22258466,63.49054793,5960300,0.003839534,74.62,75.58,74.43,75.53,5323800,0.011923901,-0.02,62.48568566,63.28957547,62.32658246,63.24770621,5323800,0.011923901,74.09,74.66,73.615,74.64,3718000,0.00892133,0.11,62.04187149,62.51918107,61.6441135,62.50243336,3718000,0.00892133,73.8,73.99,72.93,73.98,3895400,0.001489102,-0.07,61.79902977,61.95813296,61.07050462,61.94975911,3895400,0.001489102
Bearish,12/12/12,75.84,76.04,75.26,75.47,5191300,-0.004616196,0.02,63.50729563,63.67477268,63.0216122,63.1974631,5191300,-0.004616196,75.62,76.05,75.5,75.82,5960300,0.003839534,0.09,63.32307088,63.68314653,63.22258466,63.49054793,5960300,0.003839534,74.62,75.58,74.43,75.53,5323800,0.011923901,-0.02,62.48568566,63.28957547,62.32658246,63.24770621,5323800,0.011923901,74.09,74.66,73.615,74.64,3718000,0.00892133,0.11,62.04187149,62.51918107,61.6441135,62.50243336,3718000,0.00892133,73.8,73.99,72.93,73.98,3895400,0.001489102,-0.07,61.79902977,61.95813296,61.07050462,61.94975911,3895400,0.001489102,73.94,74.45,73.18,73.87,3818800,-0.00243079,-0.11,61.9162637,62.34333017,61.27985093,61.85764674,3818800,-0.00243079
Neither,12/11/12,75.62,76.05,75.5,75.82,5960300,0.003839534,0.09,63.32307088,63.68314653,63.22258466,63.49054793,5960300,0.003839534,74.62,75.58,74.43,75.53,5323800,0.011923901,-0.02,62.48568566,63.28957547,62.32658246,63.24770621,5323800,0.011923901,74.09,74.66,73.615,74.64,3718000,0.00892133,0.11,62.04187149,62.51918107,61.6441135,62.50243336,3718000,0.00892133,73.8,73.99,72.93,73.98,3895400,0.001489102,-0.07,61.79902977,61.95813296,61.07050462,61.94975911,3895400,0.001489102,73.94,74.45,73.18,73.87,3818800,-0.00243079,-0.11,61.9162637,62.34333017,61.27985093,61.85764674,3818800,-0.00243079,73.89,74.71,73.7302,74.05,3827700,0.000405296,-0.13,61.87439444,62.56105033,61.74058028,62.00837608,3827700,0.000405296
Neither,12/10/12,74.62,75.58,74.43,75.53,5323800,0.011923901,-0.02,62.48568566,63.28957547,62.32658246,63.24770621,5323800,0.011923901,74.09,74.66,73.615,74.64,3718000,0.00892133,0.11,62.04187149,62.51918107,61.6441135,62.50243336,3718000,0.00892133,73.8,73.99,72.93,73.98,3895400,0.001489102,-0.07,61.79902977,61.95813296,61.07050462,61.94975911,3895400,0.001489102,73.94,74.45,73.18,73.87,3818800,-0.00243079,-0.11,61.9162637,62.34333017,61.27985093,61.85764674,3818800,-0.00243079,73.89,74.71,73.7302,74.05,3827700,0.000405296,-0.13,61.87439444,62.56105033,61.74058028,62.00837608,3827700,0.000405296,74.41,74.49,73.57,74.02,3721600,-0.003500269,0.13,62.30983476,62.37682558,61.60643117,61.98325452,3721600,-0.003500269
Bullish,12/7/12,74.09,74.66,73.615,74.64,3718000,0.00892133,0.11,62.04187149,62.51918107,61.6441135,62.50243336,3718000,0.00892133,73.8,73.99,72.93,73.98,3895400,0.001489102,-0.07,61.79902977,61.95813296,61.07050462,61.94975911,3895400,0.001489102,73.94,74.45,73.18,73.87,3818800,-0.00243079,-0.11,61.9162637,62.34333017,61.27985093,61.85764674,3818800,-0.00243079,73.89,74.71,73.7302,74.05,3827700,0.000405296,-0.13,61.87439444,62.56105033,61.74058028,62.00837608,3827700,0.000405296,74.41,74.49,73.57,74.02,3721600,-0.003500269,0.13,62.30983476,62.37682558,61.60643117,61.98325452,3721600,-0.003500269,74.36,74.66,73.86,74.28,3863400,0.002158662,0.24,62.2679655,62.51918107,61.84927288,62.20097468,3863400,0.002158662
Bullish,12/6/12,73.8,73.99,72.93,73.98,3895400,0.001489102,-0.07,61.79902977,61.95813296,61.07050462,61.94975911,3895400,0.001489102,73.94,74.45,73.18,73.87,3818800,-0.00243079,-0.11,61.9162637,62.34333017,61.27985093,61.85764674,3818800,-0.00243079,73.89,74.71,73.7302,74.05,3827700,0.000405296,-0.13,61.87439444,62.56105033,61.74058028,62.00837608,3827700,0.000405296,74.41,74.49,73.57,74.02,3721600,-0.003500269,0.13,62.30983476,62.37682558,61.60643117,61.98325452,3721600,-0.003500269,74.36,74.66,73.86,74.28,3863400,0.002158662,0.24,62.2679655,62.51918107,61.84927288,62.20097468,3863400,0.002158662,74.36,74.86,73.84,74.12,2998900,0.000404913,0.27,62.2679655,62.68665811,61.83252518,62.06699304,2998900,0.000404913
Neither,12/5/12,73.94,74.45,73.18,73.87,3818800,-0.00243079,-0.11,61.9162637,62.34333017,61.27985093,61.85764674,3818800,-0.00243079,73.89,74.71,73.7302,74.05,3827700,0.000405296,-0.13,61.87439444,62.56105033,61.74058028,62.00837608,3827700,0.000405296,74.41,74.49,73.57,74.02,3721600,-0.003500269,0.13,62.30983476,62.37682558,61.60643117,61.98325452,3721600,-0.003500269,74.36,74.66,73.86,74.28,3863400,0.002158662,0.24,62.2679655,62.51918107,61.84927288,62.20097468,3863400,0.002158662,74.36,74.86,73.84,74.12,2998900,0.000404913,0.27,62.2679655,62.68665811,61.83252518,62.06699304,2998900,0.000404913,74,74.24,73.15,74.09,4245900,-0.005369848,-0.49,61.96650682,62.16747927,61.25472937,62.04187149,4245900,-0.005369848
Neither,12/4/12,73.89,74.71,73.7302,74.05,3827700,0.000405296,-0.13,61.87439444,62.56105033,61.74058028,62.00837608,3827700,0.000405296,74.41,74.49,73.57,74.02,3721600,-0.003500269,0.13,62.30983476,62.37682558,61.60643117,61.98325452,3721600,-0.003500269,74.36,74.66,73.86,74.28,3863400,0.002158662,0.24,62.2679655,62.51918107,61.84927288,62.20097468,3863400,0.002158662,74.36,74.86,73.84,74.12,2998900,0.000404913,0.27,62.2679655,62.68665811,61.83252518,62.06699304,2998900,0.000404913,74,74.24,73.15,74.09,4245900,-0.005369848,-0.49,61.96650682,62.16747927,61.25472937,62.04187149,4245900,-0.005369848,74.12,74.535,73.6,74.49,5353500,0.002962165,-0.15,62.06699304,62.41450791,61.63155272,62.37682558,5353500,0.002962165
Neither,12/3/12,74.41,74.49,73.57,74.02,3721600,-0.003500269,0.13,62.30983476,62.37682558,61.60643117,61.98325452,3721600,-0.003500269,74.36,74.66,73.86,74.28,3863400,0.002158662,0.24,62.2679655,62.51918107,61.84927288,62.20097468,3863400,0.002158662,74.36,74.86,73.84,74.12,2998900,0.000404913,0.27,62.2679655,62.68665811,61.83252518,62.06699304,2998900,0.000404913,74,74.24,73.15,74.09,4245900,-0.005369848,-0.49,61.96650682,62.16747927,61.25472937,62.04187149,4245900,-0.005369848,74.12,74.535,73.6,74.49,5353500,0.002962165,-0.15,62.06699304,62.41450791,61.63155272,62.37682558,5353500,0.002962165,73.4,74.3,73.2,74.27,3709100,0.007187415,-0.34,61.46407568,62.21772238,61.29659863,62.19260083,3709100,0.007187415
